-0.005,0.12
-0.004996,0.08
-0.004992,0.08
-0.004988,0.06
-0.004984,0.04
-0.00498,0.02
-0.004976,0.02
-0.004972,0.04
-0.004968,0.04
-0.004964,0.04
-0.00496,0.04
-0.004956,0.04
-0.004952,0.02
-0.004948,0.02
-0.004944,0.02
-0.00494,0.02
-0.004936,0.02
-0.004932,0.02
-0.004928,0.04
-0.004924,0.04
-0.00492,0.02
-0.004916,0.04
-0.004912,0
-0.004908,0.02
-0.004904,0.02
-0.0049,0.02
-0.004896,0.02
-0.004892,0.02
-0.004888,0.02
-0.004884,0.02
-0.00488,0.02
-0.004876,0.02
-0.004872,0.02
-0.004868,0.04
-0.004864,0.02
-0.00486,0.02
-0.004856,0.02
-0.004852,0.02
-0.004848,0.02
-0.004844,0.02
-0.00484,0.02
-0.004836,0.02
-0.004832,0.02
-0.004828,0.02
-0.004824,0
-0.00482,0.02
-0.004816,0.02
-0.004812,0.02
-0.004808,0.04
-0.004804,0.02
-0.0048,0.02
-0.004796,0.02
-0.004792,0.02
-0.004788,0.02
-0.004784,0.02
-0.00478,0.02
-0.004776,0
-0.004772,0.02
-0.004768,0.02
-0.004764,0.02
-0.00476,0.02
-0.004756,0.02
-0.004752,0.02
-0.004748,0.02
-0.004744,0.02
-0.00474,0.02
-0.004736,0.02
-0.004732,0.02
-0.004728,0.02
-0.004724,0
-0.00472,0
-0.004716,0.04
-0.004712,0.02
-0.004708,0
-0.004704,0.02
-0.0047,0.02
-0.004696,0.02
-0.004692,0.02
-0.004688,0.02
-0.004684,0.02
-0.00468,0.02
-0.004676,0.02
-0.004672,0.02
-0.004668,0
-0.004664,0.02
-0.00466,0.02
-0.004656,0.02
-0.004652,0.02
-0.004648,0.04
-0.004644,0.04
-0.00464,0.02
-0.004636,0.02
-0.004632,0.04
-0.004628,0.02
-0.004624,0.02
-0.00462,0
-0.004616,0.02
-0.004612,0.02
-0.004608,0
-0.004604,0
-0.0046,0
-0.004596,0.02
-0.004592,0.02
-0.004588,0.02
-0.004584,0.04
-0.00458,0.02
-0.004576,0.02
-0.004572,0.04
-0.004568,0.02
-0.004564,0.04
-0.00456,0.02
-0.004556,0.02
-0.004552,0.02
-0.004548,0
-0.004544,0.02
-0.00454,0
-0.004536,0.02
-0.004532,0.02
-0.004528,0.02
-0.004524,0.02
-0.00452,0
-0.004516,0.02
-0.004512,0.02
-0.004508,0
-0.004504,0
-0.0045,0
-0.004496,0.02
-0.004492,0.02
-0.004488,0.04
-0.004484,0.02
-0.00448,0
-0.004476,0.02
-0.004472,0.02
-0.004468,0.02
-0.004464,0
-0.00446,0.02
-0.004456,0.02
-0.004452,0.02
-0.004448,0
-0.004444,0.02
-0.00444,0.02
-0.004436,0.02
-0.004432,0.02
-0.004428,0.02
-0.004424,0.02
-0.00442,0.02
-0.004416,0.02
-0.004412,0.02
-0.004408,0
-0.004404,0.02
-0.0044,0
-0.004396,0.02
-0.004392,0.02
-0.004388,0.02
-0.004384,0.02
-0.00438,0.02
-0.004376,0.02
-0.004372,0.02
-0.004368,0.02
-0.004364,0.02
-0.00436,0.02
-0.004356,0
-0.004352,0
-0.004348,0.02
-0.004344,0.02
-0.00434,0
-0.004336,0.02
-0.004332,0.04
-0.004328,0.02
-0.004324,0.02
-0.00432,0.02
-0.004316,0.02
-0.004312,0.02
-0.004308,0
-0.004304,0.02
-0.0043,0.02
-0.004296,0.02
-0.004292,0.02
-0.004288,0.02
-0.004284,0.02
-0.00428,0.02
-0.004276,0.02
-0.004272,0.02
-0.004268,0.04
-0.004264,0.02
-0.00426,0
-0.004256,0
-0.004252,0.02
-0.004248,0.02
-0.004244,0.02
-0.00424,0.02
-0.004236,0.02
-0.004232,0
-0.004228,0.02
-0.004224,0.02
-0.00422,0.02
-0.004216,0.02
-0.004212,0.02
-0.004208,0
-0.004204,0.02
-0.0042,0
-0.004196,0.02
-0.004192,0.02
-0.004188,0.02
-0.004184,0.02
-0.00418,0.02
-0.004176,0
-0.004172,0.02
-0.004168,0.02
-0.004164,0.02
-0.00416,0
-0.004156,0.02
-0.004152,0
-0.004148,0.02
-0.004144,0.02
-0.00414,0.02
-0.004136,0.02
-0.004132,0.02
-0.004128,0
-0.004124,0.02
-0.00412,0
-0.004116,0
-0.004112,0.04
-0.004108,0.02
-0.004104,0.02
-0.0041,0.02
-0.004096,0.02
-0.004092,0.02
-0.004088,0.02
